## Tue Apr 25 22:04:12 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_000027050.1	500632.CLONEX_01829	1.03e-204	566.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,249R7@186801|Clostridia	186801|Clostridia	V	beta-lactamase	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
WP_020863000.1	1179777.D500_0285	1.45e-182	511.0	COG1210@1|root,COG1210@2|Bacteria,3WT6N@544448|Tenericutes	544448|Tenericutes	M	Nucleotidyl transferase	gtaB	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
WP_020863001.1	272632.MSC_0993	2.58e-273	754.0	COG1215@1|root,COG1215@2|Bacteria,3WT8Z@544448|Tenericutes	544448|Tenericutes	M	Glycosyl transferase family 2	-	-	-	ko:K00786	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_tranf_2_3,Glycos_transf_2
WP_020863002.1	272632.MSC_0971	8.3e-230	634.0	COG1087@1|root,COG1087@2|Bacteria,3WT6G@544448|Tenericutes	544448|Tenericutes	M	Belongs to the NAD(P)-dependent epimerase dehydratase family	galE	-	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase,GDP_Man_Dehyd
WP_020863003.1	272632.MSC_0984	2.17e-286	782.0	COG0562@1|root,COG0562@2|Bacteria,3WSYC@544448|Tenericutes	544448|Tenericutes	M	UDP-galactopyranose mutase	glf	-	5.4.99.9	ko:K01854	ko00052,ko00520,map00052,map00520	-	R00505,R09009	RC00317,RC02396	ko00000,ko00001,ko01000	-	-	-	GLF,NAD_binding_8
WP_020863005.1	1179777.D500_0235	2.13e-204	567.0	COG1481@1|root,COG1481@2|Bacteria,3WTPB@544448|Tenericutes	544448|Tenericutes	K	May be required for sporulation	whiA	-	-	ko:K09762	-	-	-	-	ko00000	-	-	-	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N
WP_020863006.1	880447.MSB_A0819	1.93e-305	837.0	COG0682@1|root,COG0682@2|Bacteria,3WT1K@544448|Tenericutes	544448|Tenericutes	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	HAD_2,LGT
WP_020863007.1	880447.MSB_A0818	5.14e-217	599.0	COG0492@1|root,COG0492@2|Bacteria,3WT71@544448|Tenericutes	544448|Tenericutes	C	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	trxB	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
WP_020863008.1	272632.MSC_0939	0.0	1008.0	COG0682@1|root,COG0682@2|Bacteria,3WT58@544448|Tenericutes	544448|Tenericutes	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt-1	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	LGT
WP_020863009.1	880447.MSB_A0815	1.05e-109	321.0	COG3275@1|root,COG3275@2|Bacteria,3WTQZ@544448|Tenericutes	544448|Tenericutes	T	ECF-type riboflavin transporter, S component	-	-	-	-	-	-	-	-	-	-	-	-	ECF-ribofla_trS
WP_020863010.1	1179777.D500_0241	1.35e-245	677.0	COG0285@1|root,COG0285@2|Bacteria,3WTBJ@544448|Tenericutes	544448|Tenericutes	H	Mur ligase middle domain	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_M
WP_020863011.1	880447.MSB_A0813	0.0	1861.0	COG0178@1|root,COG0178@2|Bacteria,3WSVH@544448|Tenericutes	544448|Tenericutes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
WP_020863012.1	272632.MSC_0944	0.0	1269.0	COG0556@1|root,COG0556@2|Bacteria,3WT0X@544448|Tenericutes	544448|Tenericutes	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
WP_020863013.1	272632.MSC_0945	2.06e-213	591.0	COG1466@1|root,COG1466@2|Bacteria,3WT14@544448|Tenericutes	544448|Tenericutes	L	DNA polymerase III, delta subunit	holA	-	2.7.7.7	ko:K02340	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta
WP_020863014.1	272632.MSC_0946	2.04e-274	759.0	2F4ZR@1|root,33XMI@2|Bacteria,3WTBG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863015.1	272632.MSC_0947	3.27e-186	518.0	COG0084@1|root,COG0084@2|Bacteria,3WSY0@544448|Tenericutes	544448|Tenericutes	L	hmm tigr00010	tatD	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
WP_020863016.1	272632.MSC_0948	1.16e-14	69.3	2B6IT@1|root,31ZH3@2|Bacteria,3WUX5@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863017.1	272632.MSC_0952	2.13e-243	669.0	COG0462@1|root,COG0462@2|Bacteria,3WSZG@544448|Tenericutes	544448|Tenericutes	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran,Pribosyltran_N
WP_020863018.1	272632.MSC_0957	4.04e-272	749.0	28V0V@1|root,2ZH4E@2|Bacteria,3WTDU@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863019.1	272632.MSC_0958	1.65e-196	547.0	2BWUG@1|root,33T91@2|Bacteria,3WSY7@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ECF-ribofla_trS,ECF_trnsprt
WP_020863020.1	272632.MSC_0959	2.64e-315	859.0	COG0215@1|root,COG0215@2|Bacteria,3WSVT@544448|Tenericutes	544448|Tenericutes	J	Cysteinyl-tRNA synthetase	cysS	-	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
WP_020863021.1	272632.MSC_0960	1.49e-167	469.0	COG0566@1|root,COG0566@2|Bacteria,3WT88@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	-	2.1.1.185	ko:K03218	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SpoU_methylase,SpoU_sub_bind
WP_020863022.1	272632.MSC_0961	8e-39	132.0	2DY58@1|root,3487D@2|Bacteria,3WTZ7@544448|Tenericutes	544448|Tenericutes	U	SecE/Sec61-gamma subunits of protein translocation complex	secE	-	-	-	-	-	-	-	-	-	-	-	SecE
WP_020863023.1	272632.MSC_0963	0.0	3686.0	2EXY2@1|root,33R76@2|Bacteria,3WSW2@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863024.1	880447.MSB_A0161	0.0	1912.0	COG1579@1|root,COG4166@1|root,COG1579@2|Bacteria,COG4166@2|Bacteria,3WT5N@544448|Tenericutes	544448|Tenericutes	E	oligopeptide ABC transporter	oppA	-	-	ko:K15580	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	SBP_bac_5
WP_020863025.1	272632.MSC_0966	3.98e-202	564.0	COG1173@1|root,COG1173@2|Bacteria,3WT34@544448|Tenericutes	544448|Tenericutes	P	Permease protein	oppC_1	-	-	ko:K15582	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	BPD_transp_1,OppC_N
WP_020863026.1	880447.MSB_A0164	0.0	919.0	COG0444@1|root,COG0444@2|Bacteria,3WSW1@544448|Tenericutes	544448|Tenericutes	EP	Belongs to the ABC transporter superfamily	oppD-1	-	-	ko:K15583	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
WP_020863027.1	272632.MSC_0968	1.05e-310	847.0	COG0444@1|root,COG0444@2|Bacteria,3WT2K@544448|Tenericutes	544448|Tenericutes	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02032,ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
WP_020863031.1	1179777.D500_0575	4.4e-34	118.0	2A03I@1|root,30N61@2|Bacteria,3WU87@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863032.1	880447.MSB_A0825	4.75e-157	442.0	28XBU@1|root,2ZJ9R@2|Bacteria,3WT8I@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863033.1	880447.MSB_A0826	6.72e-118	337.0	COG2453@1|root,COG2453@2|Bacteria,3WTDS@544448|Tenericutes	544448|Tenericutes	T	Dual specificity phosphatase, catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	DSPc
WP_020863035.1	880447.MSB_A0829	0.0	1033.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,3WT5S@544448|Tenericutes	544448|Tenericutes	G	Phosphotransferase system, EIIC	-	-	2.7.1.199,2.7.1.208	ko:K02790,ko:K02791	ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060	M00266	R02738,R04111	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.3	-	-	PTS_EIIB,PTS_EIIC
WP_020863036.1	1179777.D500_0522	2.88e-212	600.0	COG2865@1|root,COG2865@2|Bacteria,3WTAH@544448|Tenericutes	544448|Tenericutes	K	transcriptional regulator containing an HTH domain and an	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,HATPase_c_4,HTH_11
WP_020863037.1	880447.MSB_A0833	2.96e-176	493.0	COG1737@1|root,COG1737@2|Bacteria,3WT09@544448|Tenericutes	544448|Tenericutes	K	SIS domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
WP_020863038.1	272632.MSC_0931	0.0	1212.0	COG0550@1|root,COG0550@2|Bacteria,3WSZC@544448|Tenericutes	544448|Tenericutes	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	Topoisom_bac,Toprim,zf-C4_Topoisom
WP_020863040.1	1179777.D500_0518	4.22e-161	456.0	2BZGY@1|root,349EE@2|Bacteria,3WTF8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863041.1	1179777.D500_0517	8.37e-135	389.0	2F2UJ@1|root,33VQJ@2|Bacteria,3WTGY@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863042.1	1179777.D500_0418	3.36e-170	489.0	2B5G0@1|root,32FAF@2|Bacteria,3WUK6@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863043.1	880447.MSB_A0840	5.37e-156	439.0	COG1131@1|root,COG1131@2|Bacteria,3WT59@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding protein	bcrA	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_020863044.1	1179777.D500_0420	0.0	954.0	COG1277@1|root,COG1277@2|Bacteria,3WT28@544448|Tenericutes	544448|Tenericutes	S	ABC-type transport system involved in multi-copper enzyme maturation permease component	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2
WP_020863045.1	272632.MSC_0924	1.75e-195	544.0	2BZGY@1|root,349EE@2|Bacteria,3WTF8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863046.1	272632.MSC_0923	2.1e-167	471.0	2F2UJ@1|root,33VQJ@2|Bacteria,3WTGY@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863047.1	272632.MSC_0922	1.66e-202	570.0	2B5G0@1|root,31YAN@2|Bacteria,3WT83@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863048.1	880447.MSB_A0847	0.0	1061.0	COG1277@1|root,COG1277@2|Bacteria,3WT28@544448|Tenericutes	544448|Tenericutes	S	ABC-type transport system involved in multi-copper enzyme maturation permease component	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2
WP_020863049.1	272632.MSC_0916	0.0	1087.0	COG1288@1|root,COG1288@2|Bacteria,3WT9G@544448|Tenericutes	544448|Tenericutes	S	C4-dicarboxylate anaerobic carrier	arcD	-	-	-	-	-	-	-	-	-	-	-	DcuC
WP_020863050.1	272632.MSC_0915	8.34e-170	474.0	COG1451@1|root,COG1451@2|Bacteria,3WTEH@544448|Tenericutes	544448|Tenericutes	S	WLM domain	-	-	-	ko:K07043	-	-	-	-	ko00000	-	-	-	DUF45
WP_020863051.1	272632.MSC_0913	1.72e-40	133.0	COG4481@1|root,COG4481@2|Bacteria,3WTXN@544448|Tenericutes	544448|Tenericutes	S	Bacterial protein of unknown function (DUF951)	-	-	-	-	-	-	-	-	-	-	-	-	DUF951
WP_020863052.1	880447.MSB_A0852	1.3e-148	420.0	COG0357@1|root,COG0357@2|Bacteria,3WTR7@544448|Tenericutes	544448|Tenericutes	J	Specifically methylates the N7 position of a guanine in 16S rRNA	gidB	-	2.1.1.170	ko:K03501	-	-	-	-	ko00000,ko01000,ko03009,ko03036	-	-	-	GidB
WP_020863053.1	272632.MSC_0911	4.58e-132	375.0	COG0558@1|root,COG0558@2|Bacteria,3WTR9@544448|Tenericutes	544448|Tenericutes	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	2.7.8.5	ko:K00995	ko00564,ko01100,map00564,map01100	-	R01801	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
WP_020863054.1	272632.MSC_0909	4.67e-137	390.0	COG3601@1|root,COG3601@2|Bacteria,3WTP7@544448|Tenericutes	544448|Tenericutes	S	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863055.1	272632.MSC_0908	0.0	952.0	COG0531@1|root,COG0531@2|Bacteria,3WSWT@544448|Tenericutes	544448|Tenericutes	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_020863056.1	272632.MSC_0907	0.0	1559.0	COG0474@1|root,COG0474@2|Bacteria,3WT2C@544448|Tenericutes	544448|Tenericutes	P	haloacid dehalogenase-like hydrolase	mgtA-1	-	3.6.3.2	ko:K01531	-	-	-	-	ko00000,ko01000	3.A.3.4	-	-	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
WP_020863057.1	272632.MSC_0903	7.58e-303	830.0	COG0477@1|root,COG2814@2|Bacteria,3WT3Y@544448|Tenericutes	544448|Tenericutes	EGP	hmm pf07672	uhpT	-	-	-	-	-	-	-	-	-	-	-	MFS_Mycoplasma
WP_020863058.1	880447.MSB_A0861	9.61e-76	234.0	2B68K@1|root,31Z5V@2|Bacteria,3WUFA@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863059.1	272632.MSC_1015	1.15e-237	653.0	COG2502@1|root,COG2502@2|Bacteria,3WT0I@544448|Tenericutes	544448|Tenericutes	E	aspartate-ammonia ligase	asnA	-	6.3.1.1	ko:K01914	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230	-	R00483	RC00010	ko00000,ko00001,ko01000	-	-	-	AsnA
WP_020863060.1	272632.MSC_1016	6.44e-164	460.0	2F0RV@1|root,31Z7A@2|Bacteria,3WUHN@544448|Tenericutes	272632.MSC_1016|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863061.1	272632.MSC_1017	0.0	1225.0	COG0445@1|root,COG0445@2|Bacteria,3WSX0@544448|Tenericutes	544448|Tenericutes	D	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34	gidA	-	-	ko:K03495	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko03016,ko03036	-	-	-	GIDA,GIDA_assoc
WP_020863062.1	272632.MSC_1018	0.0	937.0	COG1823@1|root,COG1823@2|Bacteria,3WT7F@544448|Tenericutes	544448|Tenericutes	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	-	-	-	ko:K06956	-	-	-	-	ko00000	-	-	-	SDF
WP_020863063.1	1179777.D500_0394	3.92e-120	342.0	COG1335@1|root,COG1335@2|Bacteria,3WTFY@544448|Tenericutes	544448|Tenericutes	Q	Isochorismatase family	pncA	-	3.5.1.19	ko:K08281	ko00760,ko01100,map00760,map01100	-	R01268	RC00100	ko00000,ko00001,ko01000	-	-	-	Isochorismatase
WP_020863064.1	272632.MSC_0176	6.24e-83	251.0	COG5340@1|root,COG5340@2|Bacteria,3WTMS@544448|Tenericutes	544448|Tenericutes	K	Transcriptional regulator, AbiEi antitoxin	-	-	-	-	-	-	-	-	-	-	-	-	AbiEi_4
WP_020863065.1	272632.MSC_1021	2.1e-100	314.0	COG3291@1|root,COG3291@2|Bacteria,3WT7Q@544448|Tenericutes	544448|Tenericutes	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020863066.1	1179777.D500_0396	1.37e-235	654.0	2CEX4@1|root,342YJ@2|Bacteria,3WT8W@544448|Tenericutes	544448|Tenericutes	S	PAP2 superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PAP2
WP_020863067.1	1179777.D500_0262	1.23e-138	402.0	2CEX4@1|root,342YJ@2|Bacteria,3WT8W@544448|Tenericutes	544448|Tenericutes	S	PAP2 superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PAP2
WP_020863068.1	1179777.D500_0263	8.62e-23	112.0	2B67M@1|root,31Z4T@2|Bacteria,3WUE1@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863069.1	272632.MSC_1026	6.59e-29	129.0	2B673@1|root,31Z4A@2|Bacteria,3WUD7@544448|Tenericutes	272632.MSC_1026|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863070.1	1179777.D500_0263	1.84e-21	108.0	2B67M@1|root,31Z4T@2|Bacteria,3WUE1@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863071.1	1179777.D500_0264	4.07e-37	157.0	2B673@1|root,31Z4A@2|Bacteria,3WUD7@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863074.1	1179777.D500_0438	1.05e-20	92.8	2B6FV@1|root,31ZDY@2|Bacteria,3WUT0@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863075.1	1179777.D500_0438	3.95e-17	83.2	2B6FV@1|root,31ZDY@2|Bacteria,3WUT0@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863076.1	1179777.D500_0438	1.51e-13	72.4	2B6FV@1|root,31ZDY@2|Bacteria,3WUT0@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863077.1	1179777.D500_0438	3.13e-28	111.0	2B6FV@1|root,31ZDY@2|Bacteria,3WUT0@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863078.1	1179777.D500_0438	4.26e-69	216.0	2B6FV@1|root,31ZDY@2|Bacteria,3WUT0@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020863079.1	880447.MSB_A0927	9e-166	464.0	COG0510@1|root,COG0510@2|Bacteria,3WTCY@544448|Tenericutes	544448|Tenericutes	M	PTS system, lichenan-specific IIA component	licA	-	-	-	-	-	-	-	-	-	-	-	APH,Choline_kinase
WP_020863080.1	880447.MSB_A0928	1.23e-183	511.0	COG0561@1|root,COG0561@2|Bacteria,3WT5E@544448|Tenericutes	544448|Tenericutes	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
WP_020863081.1	272632.MSC_1066	7.07e-256	705.0	COG0706@1|root,COG0706@2|Bacteria,3WSXV@544448|Tenericutes	544448|Tenericutes	U	Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins (By similarity)	yidC	-	-	ko:K03217	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03029	2.A.9	-	-	60KD_IMP
WP_020863082.1	272632.MSC_1067	2.05e-63	194.0	COG0594@1|root,COG0594@2|Bacteria,3WTRM@544448|Tenericutes	544448|Tenericutes	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme	rnpA	-	3.1.26.5	ko:K03536	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Ribonuclease_P
WP_020863084.1	316407.85674486	0.0	2142.0	COG3250@1|root,COG3250@2|Bacteria,1MVBN@1224|Proteobacteria,1RMER@1236|Gammaproteobacteria,3XNFH@561|Escherichia	1236|Gammaproteobacteria	G	Belongs to the glycosyl hydrolase 2 family	lacZ	GO:0000287,GO:0003674,GO:0003824,GO:0004553,GO:0004565,GO:0005488,GO:0005515,GO:0005575,GO:0005975,GO:0005984,GO:0005988,GO:0005990,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009341,GO:0009987,GO:0015925,GO:0016052,GO:0016787,GO:0016798,GO:0031420,GO:0032991,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0046352,GO:0046872,GO:0071704,GO:1901575,GO:1902494	3.2.1.23	ko:K01190,ko:K12111	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	iAF1260.b0344,iB21_1397.B21_00302,iECBD_1354.ECBD_3313,iECB_1328.ECB_00298,iECDH1ME8569_1439.ECDH1ME8569_0331,iECD_1391.ECD_00298,iECNA114_1301.ECNA114_0327,iEcDH1_1363.EcDH1_3262,iJO1366.b0344,iJR904.b0344,iY75_1357.Y75_RS01775	Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N
